0,1,2,3,4,5,6
388,Machine learning pipeline for battery state-of-health estimation,A review of data science in business and industry and a future view,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Large-Scale Machine Learning with Stochastic Gradient Descent', 'The Pfam protein families database in 2019', 'A review of data science in business and industry and a future view']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Large-Scale Machine Learning with Stochastic Gradient Descent', 'paperId': 'fbc6562814e08e416e28a268ce7beeaa3d0708c8', 'nodeNum': 1}, {'title': 'The Pfam protein families database in 2019', 'paperId': '7f19972754ac0c15329666b3a6efbf569b27d8d5', 'nodeNum': 2}, {'title': 'A review of data science in business and industry and a future view', 'paperId': '31de1d23b2f1f1c14ce7025489d2892aa10fb1ef', 'nodeNum': 3}]"
389,Machine learning pipeline for battery state-of-health estimation,Process Mining for Python (PM4Py): Bridging the Gap Between Process- and Data Science,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Correlation-based Feature Selection for Machine Learning', 'Mob-Warehouse: A Semantic Approach for Mobility Analysis with a Trajectory Data Warehouse', 'Process Mining for Python (PM4Py): Bridging the Gap Between Process- and Data Science']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Correlation-based Feature Selection for Machine Learning', 'paperId': '6bc43977fb11cceed0b9aa55b23c6dd29dd9a132', 'nodeNum': 1}, {'title': 'Mob-Warehouse: A Semantic Approach for Mobility Analysis with a Trajectory Data Warehouse', 'paperId': '088fa965485babd4b38f846743605ad16ed24729', 'nodeNum': 2}, {'title': 'Process Mining for Python (PM4Py): Bridging the Gap Between Process- and Data Science', 'paperId': 'a11e157cb828b800426223f0a3d79e8fb122c8cc', 'nodeNum': 3}]"
390,Machine learning pipeline for battery state-of-health estimation,HMDB: A large video database for human motion recognition,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Adversarial Semantic Data Augmentation for Human Pose Estimation', 'ONCOMINE: a cancer microarray database and integrated data-mining platform.', 'HMDB: A large video database for human motion recognition']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Adversarial Semantic Data Augmentation for Human Pose Estimation', 'paperId': 'cf5e97a98460a8c4766dffb62b33cfb819b22c73', 'nodeNum': 1}, {'title': 'ONCOMINE: a cancer microarray database and integrated data-mining platform.', 'paperId': 'eb960b5d56ed1368991eaa4f40cb7afee66edb1f', 'nodeNum': 2}, {'title': 'HMDB: A large video database for human motion recognition', 'paperId': '8b3b8848a311c501e704c45c6d50430ab7068956', 'nodeNum': 3}]"
391,Machine learning pipeline for battery state-of-health estimation,An introduction to latent semantic analysis,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'An improved method of constructing a database of monthly climate observations and associated high‐resolution grids', 'DrugBank 5.0: a major update to the DrugBank database for 2018', 'An introduction to latent semantic analysis']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'An improved method of constructing a database of monthly climate observations and associated high‐resolution grids', 'paperId': '716000409a3a2e2c75801b3d58b9b17b68eeaef7', 'nodeNum': 1}, {'title': 'DrugBank 5.0: a major update to the DrugBank database for 2018', 'paperId': '98128fd412ebfa90201a276f2c59020ccc696a75', 'nodeNum': 2}, {'title': 'An introduction to latent semantic analysis', 'paperId': '582259e5d9cc29eb0148d6232c5579241f2c4f43', 'nodeNum': 3}]"
392,Machine learning pipeline for battery state-of-health estimation,"Machine Learning Testing: Survey, Landscapes and Horizons",3.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'Knowledge-based Biomedical Data Science 2019', 'Machine Learning Testing: Survey, Landscapes and Horizons']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'Knowledge-based Biomedical Data Science 2019', 'paperId': 'bb6adeeb3a21479cc45490a5c2ff6d8dd5e77603', 'nodeNum': 2}, {'title': 'Machine Learning Testing: Survey, Landscapes and Horizons', 'paperId': '218062f45c15f39bc8f4fb2c930ddf20b5809b11', 'nodeNum': 3}]"
393,Machine learning pipeline for battery state-of-health estimation,Data Shapley: Equitable Valuation of Data for Machine Learning,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'HMDB 4.0: the human metabolome database for 2018', 'Data Shapley: Equitable Valuation of Data for Machine Learning']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'HMDB 4.0: the human metabolome database for 2018', 'paperId': '80777d42513103bede188b2eebbdce7fb6f91390', 'nodeNum': 2}, {'title': 'Data Shapley: Equitable Valuation of Data for Machine Learning', 'paperId': 'b7a717233ec3ff37385ab1b06816d0ca375f5bb3', 'nodeNum': 3}]"
394,Machine learning pipeline for battery state-of-health estimation,The Ribosomal Database Project: improved alignments and new tools for rRNA analysis,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Towards Data Quality into the Data Warehouse Development', 'The Changing Landscape of Machine Learning: A Comparative Analysis of Centralized Machine Learning, Distributed Machine Learning and Federated Machine Learning', 'The Ribosomal Database Project: improved alignments and new tools for rRNA analysis']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Towards Data Quality into the Data Warehouse Development', 'paperId': 'e4a5541d7dfb7cb11ca0ff86f840da540a2140b9', 'nodeNum': 1}, {'title': 'The Changing Landscape of Machine Learning: A Comparative Analysis of Centralized Machine Learning, Distributed Machine Learning and Federated Machine Learning', 'paperId': '609471b915f5764f63148c1195590b1085a5067b', 'nodeNum': 2}, {'title': 'The Ribosomal Database Project: improved alignments and new tools for rRNA analysis', 'paperId': 'c07eca9862e0144aa4c0c29c7978caa6eff60e2f', 'nodeNum': 3}]"
395,Machine learning pipeline for battery state-of-health estimation,IPD-IMGT/HLA Database,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', ""Kimball's Data Warehouse Toolkit Classics: The Data Warehouse Toolkit, 2nd Edition; The Data Warehouse Lifecycle, 2nd Edition; The Data Warehouse ETL Toolk"", 'IPD-IMGT/HLA Database']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', 'paperId': 'd5ab4aab4d30bc9f76151a50ca509030e5c1bcdc', 'nodeNum': 1}, {'title': ""Kimball's Data Warehouse Toolkit Classics: The Data Warehouse Toolkit, 2nd Edition; The Data Warehouse Lifecycle, 2nd Edition; The Data Warehouse ETL Toolk"", 'paperId': '8e974bfd6b38bdda9946c6be59bdc8415a895873', 'nodeNum': 2}, {'title': 'IPD-IMGT/HLA Database', 'paperId': '0e466ea033b982519f351022304dccb64a46b93c', 'nodeNum': 3}]"
396,Machine learning pipeline for battery state-of-health estimation,Molecular signatures database (MSigDB) 3.0,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', 'Machine learning and the physical sciences', 'Molecular signatures database (MSigDB) 3.0']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', 'paperId': 'd5ab4aab4d30bc9f76151a50ca509030e5c1bcdc', 'nodeNum': 1}, {'title': 'Machine learning and the physical sciences', 'paperId': 'a9cbbef8f4426329d0687025b34287c35bdd8b38', 'nodeNum': 2}, {'title': 'Molecular signatures database (MSigDB) 3.0', 'paperId': 'f80a6ab4b0cfae0d00747f0f41f3e643f22f33ee', 'nodeNum': 3}]"
397,Machine learning pipeline for battery state-of-health estimation,MoleculeNet: a benchmark for molecular machine learning,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Teaching Creative and Practical Data Science at Scale', 'Fairness in Machine Learning: A Survey', 'MoleculeNet: a benchmark for molecular machine learning']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Teaching Creative and Practical Data Science at Scale', 'paperId': '840b60da93c2776230d3e6123d708e1c7e66ebc0', 'nodeNum': 1}, {'title': 'Fairness in Machine Learning: A Survey', 'paperId': 'fee8f63972906214b77f16cfeca0b93ee8f36ba2', 'nodeNum': 2}, {'title': 'MoleculeNet: a benchmark for molecular machine learning', 'paperId': 'd0ab11de3077490c80a08abd0fb8827bac84c454', 'nodeNum': 3}]"
398,Machine learning pipeline for battery state-of-health estimation,The impact of the MIT-BIH Arrhythmia Database,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Big Data and data science: A critical review of issues for educational research', 'The impact of the MIT-BIH Arrhythmia Database']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Big Data and data science: A critical review of issues for educational research', 'paperId': 'e799d31e1c2d80a971c1f956d62b98c0a9f27031', 'nodeNum': 2}, {'title': 'The impact of the MIT-BIH Arrhythmia Database', 'paperId': '072a0db716fb6f8332323f076b71554716a7271c', 'nodeNum': 3}]"
399,Machine learning pipeline for battery state-of-health estimation,A Study on Big Data Integration with Data Warehouse,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Teaching Creative and Practical Data Science at Scale', 'Data Warehouse Design: Modern Principles and Methodologies', 'A Study on Big Data Integration with Data Warehouse']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Teaching Creative and Practical Data Science at Scale', 'paperId': '840b60da93c2776230d3e6123d708e1c7e66ebc0', 'nodeNum': 1}, {'title': 'Data Warehouse Design: Modern Principles and Methodologies', 'paperId': 'b5f95887c3f0998906841b84e03fe1e99422bbab', 'nodeNum': 2}, {'title': 'A Study on Big Data Integration with Data Warehouse', 'paperId': '2faa1bbb65b1e324ffa8b919877e1349d0c97ca0', 'nodeNum': 3}]"
400,Machine learning pipeline for battery state-of-health estimation,This Paper Is Included in the Proceedings of the 12th Usenix Symposium on Operating Systems Design and Implementation (osdi '16). Tensorflow: a System for Large-scale Machine Learning Tensorflow: a System for Large-scale Machine Learning,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'Sherlock: A Deep Learning Approach to Semantic Data Type Detection', ""This Paper Is Included in the Proceedings of the 12th Usenix Symposium on Operating Systems Design and Implementation (osdi '16). Tensorflow: a System for Large-scale Machine Learning Tensorflow: a System for Large-scale Machine Learning""]","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'Sherlock: A Deep Learning Approach to Semantic Data Type Detection', 'paperId': 'b03e4702c8427b2458234ff8f37358c68177ccbb', 'nodeNum': 2}, {'title': ""This Paper Is Included in the Proceedings of the 12th Usenix Symposium on Operating Systems Design and Implementation (osdi '16). Tensorflow: a System for Large-scale Machine Learning Tensorflow: a System for Large-scale Machine Learning"", 'paperId': '4954fa180728932959997a4768411ff9136aac81', 'nodeNum': 3}]"
401,Machine learning pipeline for battery state-of-health estimation,Multimodal Machine Learning: A Survey and Taxonomy,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'TRRUST v2: an expanded reference database of human and mouse transcriptional regulatory interactions', 'Multimodal Machine Learning: A Survey and Taxonomy']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'paperId': '5b9ea2abf1c5a04b3024367409284edceb741ef2', 'nodeNum': 1}, {'title': 'TRRUST v2: an expanded reference database of human and mouse transcriptional regulatory interactions', 'paperId': 'ba90ae48b30594b57a5ca7bfd37cae150458ecfa', 'nodeNum': 2}, {'title': 'Multimodal Machine Learning: A Survey and Taxonomy', 'paperId': '6bc4b1376ec2812b6d752c4f6bc8d8fd0512db91', 'nodeNum': 3}]"
402,Machine learning pipeline for battery state-of-health estimation,GraphScale: Adding Expressive Reasoning to Semantic Data Stores,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'The Cambridge Structural Database: a quarter of a million crystal structures and rising.', 'GraphScale: Adding Expressive Reasoning to Semantic Data Stores']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'The Cambridge Structural Database: a quarter of a million crystal structures and rising.', 'paperId': 'e6ce8255f48e3736f0a5fa0d85fb43c700d4f743', 'nodeNum': 2}, {'title': 'GraphScale: Adding Expressive Reasoning to Semantic Data Stores', 'paperId': '1f3652b98b825f2ec4fd4a5c2bd2416377eef8b0', 'nodeNum': 3}]"
403,Machine learning pipeline for battery state-of-health estimation,ResUNet-a: a deep learning framework for semantic segmentation of remotely sensed data,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'Introduction to WordNet: An On-line Lexical Database', 'ResUNet-a: a deep learning framework for semantic segmentation of remotely sensed data']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'paperId': '82e1e8b222aeaca19d45375b31fdc825d1a821b8', 'nodeNum': 1}, {'title': 'Introduction to WordNet: An On-line Lexical Database', 'paperId': '4bd970a37c59c97804ff93cbb2c108e081de3a37', 'nodeNum': 2}, {'title': 'ResUNet-a: a deep learning framework for semantic segmentation of remotely sensed data', 'paperId': '9c6eca31f311eae935e84efa6966c0165bc4e14a', 'nodeNum': 3}]"
404,Machine learning pipeline for battery state-of-health estimation,Joint 2D-3D-Semantic Data for Indoor Scene Understanding,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Introducing EzTaxon-e: a prokaryotic 16S rRNA gene sequence database with phylotypes that represent uncultured species.', 'Joint 2D-3D-Semantic Data for Indoor Scene Understanding']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Introducing EzTaxon-e: a prokaryotic 16S rRNA gene sequence database with phylotypes that represent uncultured species.', 'paperId': '57dfc18815bba1c3737dbc2e5497fd1fc595edb5', 'nodeNum': 2}, {'title': 'Joint 2D-3D-Semantic Data for Indoor Scene Understanding', 'paperId': '42b1cb0030e174ba4395d987df77cfa6d112d221', 'nodeNum': 3}]"
405,Machine learning pipeline for battery state-of-health estimation,"PlantCARE, a database of plant cis-acting regulatory elements and a portal to tools for in silico analysis of promoter sequences",3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Big-Data Science in Porous Materials: Materials Genomics and Machine Learning', 'PlantCARE, a database of plant cis-acting regulatory elements and a portal to tools for in silico analysis of promoter sequences']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Big-Data Science in Porous Materials: Materials Genomics and Machine Learning', 'paperId': '8bba999de25bfb288b3f7f88e1d907aab02638b6', 'nodeNum': 2}, {'title': 'PlantCARE, a database of plant cis-acting regulatory elements and a portal to tools for in silico analysis of promoter sequences', 'paperId': 'd364903a626ad70e6ce057209d9b7e004dafd4be', 'nodeNum': 3}]"
406,Machine learning pipeline for battery state-of-health estimation,"The role of data science in healthcare advancements: applications, benefits, and future prospects",3.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Model Adaptation with Synthetic and Real Data for Semantic Dense Foggy Scene Understanding', 'The role of data science in healthcare advancements: applications, benefits, and future prospects']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Model Adaptation with Synthetic and Real Data for Semantic Dense Foggy Scene Understanding', 'paperId': '9d67af2158807aa815b5a4485b076f7a18ce6ab4', 'nodeNum': 2}, {'title': 'The role of data science in healthcare advancements: applications, benefits, and future prospects', 'paperId': '44321686d59d889af1760357940f04fbb6629597', 'nodeNum': 3}]"
407,Machine learning pipeline for battery state-of-health estimation,Conceptual Modeling Solutions for the Data Warehouse,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Semantic data mining in the information age: A systematic review', 'Repbase Update, a database of repetitive elements in eukaryotic genomes', 'Conceptual Modeling Solutions for the Data Warehouse']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Semantic data mining in the information age: A systematic review', 'paperId': '10ffcae001fa724f9fd49fe0726c32166df9209b', 'nodeNum': 1}, {'title': 'Repbase Update, a database of repetitive elements in eukaryotic genomes', 'paperId': '95162f20fa22a8cfe84b74aa118f18a6f04eb1ab', 'nodeNum': 2}, {'title': 'Conceptual Modeling Solutions for the Data Warehouse', 'paperId': 'b4c06d1040185de46805041f8c5977bee7ac6e5c', 'nodeNum': 3}]"
408,Machine learning pipeline for battery state-of-health estimation,"A Solution to Plato's Problem: The Latent Semantic Analysis Theory of Acquisition, Induction, and Representation of Knowledge.",3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Semantic data mining in the information age: A systematic review', 'Repbase Update, a database of repetitive elements in eukaryotic genomes', ""A Solution to Plato's Problem: The Latent Semantic Analysis Theory of Acquisition, Induction, and Representation of Knowledge.""]","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Semantic data mining in the information age: A systematic review', 'paperId': '10ffcae001fa724f9fd49fe0726c32166df9209b', 'nodeNum': 1}, {'title': 'Repbase Update, a database of repetitive elements in eukaryotic genomes', 'paperId': '95162f20fa22a8cfe84b74aa118f18a6f04eb1ab', 'nodeNum': 2}, {'title': ""A Solution to Plato's Problem: The Latent Semantic Analysis Theory of Acquisition, Induction, and Representation of Knowledge."", 'paperId': '68dd4b89ce1407372a29d05ca9e4e1a2e0513617', 'nodeNum': 3}]"
409,Machine learning pipeline for battery state-of-health estimation,Data science in data librarianship: Core competencies of a data librarian,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Adversarial Semantic Data Augmentation for Human Pose Estimation', 'ONCOMINE: a cancer microarray database and integrated data-mining platform.', 'Data science in data librarianship: Core competencies of a data librarian']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Adversarial Semantic Data Augmentation for Human Pose Estimation', 'paperId': 'cf5e97a98460a8c4766dffb62b33cfb819b22c73', 'nodeNum': 1}, {'title': 'ONCOMINE: a cancer microarray database and integrated data-mining platform.', 'paperId': 'eb960b5d56ed1368991eaa4f40cb7afee66edb1f', 'nodeNum': 2}, {'title': 'Data science in data librarianship: Core competencies of a data librarian', 'paperId': 'e564e3656395782d0ab9f801bfbe9f9f1a5d34a7', 'nodeNum': 3}]"
410,Machine learning pipeline for battery state-of-health estimation,A global database of COVID-19 vaccinations,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Adversarial Semantic Data Augmentation for Human Pose Estimation', 'ONCOMINE: a cancer microarray database and integrated data-mining platform.', 'A global database of COVID-19 vaccinations']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Adversarial Semantic Data Augmentation for Human Pose Estimation', 'paperId': 'cf5e97a98460a8c4766dffb62b33cfb819b22c73', 'nodeNum': 1}, {'title': 'ONCOMINE: a cancer microarray database and integrated data-mining platform.', 'paperId': 'eb960b5d56ed1368991eaa4f40cb7afee66edb1f', 'nodeNum': 2}, {'title': 'A global database of COVID-19 vaccinations', 'paperId': 'bbe6e5fcc96e685db714d6aa11ffe6f49567c585', 'nodeNum': 3}]"
411,Machine learning pipeline for battery state-of-health estimation,The Data Warehouse Lifecycle Toolkit,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Towards an Architecture for Managing Big Semantic Data in Real-Time', 'HMDB 3.0—The Human Metabolome Database in 2013', 'The Data Warehouse Lifecycle Toolkit']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Towards an Architecture for Managing Big Semantic Data in Real-Time', 'paperId': 'fd9aef292d9f8e092f4627bbc4fc3377b55ab6b5', 'nodeNum': 1}, {'title': 'HMDB 3.0—The Human Metabolome Database in 2013', 'paperId': '8c8b7c1adb6f077bb3045928767b8bc6763e0c06', 'nodeNum': 2}, {'title': 'The Data Warehouse Lifecycle Toolkit', 'paperId': '0c4b25139e57bdd1ea86e872906deadcf9053764', 'nodeNum': 3}]"
412,Machine learning pipeline for battery state-of-health estimation,Data Warehouse Testing,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'TRRUST v2: an expanded reference database of human and mouse transcriptional regulatory interactions', 'Data Warehouse Testing']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'paperId': '5b9ea2abf1c5a04b3024367409284edceb741ef2', 'nodeNum': 1}, {'title': 'TRRUST v2: an expanded reference database of human and mouse transcriptional regulatory interactions', 'paperId': 'ba90ae48b30594b57a5ca7bfd37cae150458ecfa', 'nodeNum': 2}, {'title': 'Data Warehouse Testing', 'paperId': '8df07e1dc23ea017ad417784895363aa598752f4', 'nodeNum': 3}]"
413,Machine learning pipeline for battery state-of-health estimation,Open Graph Benchmark: Datasets for Machine Learning on Graphs,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'NCBI Reference Sequence (RefSeq): a curated non-redundant sequence database of genomes, transcripts and proteins', 'Open Graph Benchmark: Datasets for Machine Learning on Graphs']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'NCBI Reference Sequence (RefSeq): a curated non-redundant sequence database of genomes, transcripts and proteins', 'paperId': 'b307d55ba07058d6183991d2d2a81b340d558186', 'nodeNum': 2}, {'title': 'Open Graph Benchmark: Datasets for Machine Learning on Graphs', 'paperId': '597bd2e45427563cdf025e53a3239006aa364cfc', 'nodeNum': 3}]"
414,Machine learning pipeline for battery state-of-health estimation,Fundamentals of Database Systems,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Towards an Architecture for Managing Big Semantic Data in Real-Time', 'Reproduction for academic, not-for profit purposes permitted provided this text is included. A Data Warehouse Architecture for Clinical Data Warehousing', 'Fundamentals of Database Systems']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Towards an Architecture for Managing Big Semantic Data in Real-Time', 'paperId': 'fd9aef292d9f8e092f4627bbc4fc3377b55ab6b5', 'nodeNum': 1}, {'title': 'Reproduction for academic, not-for profit purposes permitted provided this text is included. A Data Warehouse Architecture for Clinical Data Warehousing', 'paperId': 'c3ba2a6c5f5c429406f8b7fd7e732e60ccbdb6f8', 'nodeNum': 2}, {'title': 'Fundamentals of Database Systems', 'paperId': '82524ddee00fa0895dfca43995a7ec8bdb16f0d5', 'nodeNum': 3}]"
